Name,Society,Award,Year,Location,Data Source,Gender
Meera Raghavan,Society of Skeletal Radiology ,Young Investigaor Award,2013,,https://www.northwell.edu/find-care/find-a-doctor/nuclear-medicine/dr-meera-raghavan-md-11373909,2
Soterios Gyftopoulos,Society of Skeletal Radiology ,Young Investigaor Award,2013,,https://nyulangone.org/doctors/1356667695/soterios-gyftopoulos,1
Luis Beltran,Society of Skeletal Radiology ,Young Investigaor Award,2014,,https://physiciandirectory.brighamandwomens.org/details/13592/luis-beltran-radiology-boston,1
Alice Ha,Society of Skeletal Radiology ,Young Investigaor Award,2014,,https://rad.washington.edu/radiology-personnel/aha1/,2
"Shadpour Demehri,",Society of Skeletal Radiology ,Young Investigaor Award,2014,,https://www.hopkinsmedicine.org/profiles/details/shadpour-demehri,1
Kaushal Mehta,Society of Skeletal Radiology ,Young Investigaor Award,2014,,https://www.med.uc.edu/depart/radiology/directory/entire-directory/Index/Pubs/mehtakl,1
Shivani Ahlawat,Society of Skeletal Radiology ,Young Investigaor Award,2015,,https://www.hopkinsmedicine.org/profiles/details/shivani-ahlawat,2
Lauren M Ladd,Society of Skeletal Radiology ,Young Investigaor Award,2015,,https://medicine.iu.edu/faculty/6874/ladd-lauren,2
Andrew Wilmot,Society of Skeletal Radiology ,Young Investigaor Award,2015,,https://www.doximity.com/pub/andrew-wilmot-md,1
Kimia K Kani,Society of Skeletal Radiology ,Young Investigaor Award,2015,,https://health.usnews.com/doctors/kimia-kani-702641,2
Daniel Siegal,Society of Skeletal Radiology ,Young Investigaor Award,2015,,https://www.henryford.com/physician-directory/s/siegal-daniel,1
Erin Fitzgerald Alaia,Society of Skeletal Radiology ,Young Investigaor Award,2016,,https://www.doximity.com/pub/erin-alaia-md,2
Elisabeth Garwood,Society of Skeletal Radiology ,Young Investigaor Award,2016,,https://physicians.umassmemorial.org/details/4428/elisabeth-garwood-radiology-leominster-marlborough-worcester,2
Connie Y chang,Society of Skeletal Radiology ,Young Investigaor Award,2016,,https://scholar.harvard.edu/cychang/home,2
Tony Wong,Society of Skeletal Radiology ,Young Investigaor Award,2016,,https://www.columbiaradiology.org/profile/tony-t-wong-md,1
Timothy Dickson,Society of Skeletal Radiology ,Young Investigaor Award,2017,,https://www.melbourneradiology.com.au/radiologists/dr-tim-dickson/,1
Corey Ho,Society of Skeletal Radiology ,Young Investigaor Award,2017,,https://som.ucdenver.edu/Profiles/Faculty/Profile/25497,1
Ogonna Kenechi Nwawka,Society of Skeletal Radiology ,Young Investigaor Award,2017,,https://www.hss.edu/physicians_nwawka-ogonna.asp,2
Jennifer L Favinger,Society of Skeletal Radiology ,Young Investigaor Award,2017,,https://www.doximity.com/pub/jennifer-favinger-md,2
Neil Kumar,Society of Skeletal Radiology ,Young Investigaor Award,2017,,https://www.dakota-radiology.com/team-member/neil-m-kumar-m-d/,2
William Walter,Society of Skeletal Radiology ,Young Investigaor Award,2017,,https://nyulangone.org/doctors/1649568015/william-walter,1
Hailey Allen,Society of Skeletal Radiology ,Young Investigaor Award,2018,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0356611&name=hailey-allen,2
Dana Lin,Society of Skeletal Radiology ,Young Investigaor Award,2018,,https://med.stanford.edu/profiles/dana-lin,2
Ramya Srinivasan,Society of Skeletal Radiology ,Young Investigaor Award,2018,,https://www.doximity.com/pub/ramya-srinivasan-md-fd37b3d7,2
Kate Harrington,Society of Skeletal Radiology ,Young Investigaor Award,2018,,https://www.topnpi.com/ny1740735216/dr-kate-harrington,2
Palanan Siriwanarangsun,Society of Skeletal Radiology ,Young Investigaor Award,2018,,https://www.bumrungrad.com/en/doctors/Palanan-Siriwanarangsun,1
Edward Yoon,Society of Skeletal Radiology ,Young Investigaor Award,2018,,https://www.hss.edu/physicians_yoon-edward.asp,1
Amanda Crawford,Society of Skeletal Radiology ,Young Investigaor Award,2019,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0853165&name=amanda-m-crawford,2
David Gimarc,Society of Skeletal Radiology ,Young Investigaor Award,2019,,https://www.uchealth.org/provider/david-gimarc-md/,1
Alexander Grushky,Society of Skeletal Radiology ,Young Investigaor Award,2019,,https://medicine.umich.edu/dept/radiology/alexander-grushky-md,1
Michael Durst,Society of Skeletal Radiology ,Young Investigaor Award,2019,,https://www.cumedicine.us/providers/radiology/michael-durst,1
Natalie Gorelik,Society of Skeletal Radiology ,Young Investigaor Award,2019,,https://www.researchgate.net/profile/Natalia-Gorelik-2,2
Brian Kennedy,Society of Skeletal Radiology ,Young Investigaor Award,2019,,https://www.hunterdonhealthcare.org/physician/brian-kennedy-md/,1
Majid Chalian,Society of Skeletal Radiology ,Young Investigaor Award,2020,,https://rad.washington.edu/radiology-personnel/mchalian/,1
Iman Khodarahmi,Society of Skeletal Radiology ,Young Investigaor Award,2020,,https://nyulangone.org/doctors/1306106851/iman-khodarahmi,1
Parthiv Metha,Society of Skeletal Radiology ,Young Investigaor Award,2020,,https://uropartners.com/physicians/Parthiv%20S%20%20Mehta,1
Sarah Kamel,Society of Skeletal Radiology ,Young Investigaor Award,2020,,https://www.jefferson.edu/academics/colleges-schools-institutes/skmc/departments/radiology/faculty-staff/faculty/kamel.html,2
Jessica Mann,Society of Skeletal Radiology ,Young Investigaor Award,2020,,https://www.raadocs.com/mann.html,2
Edward Yoon,Society of Skeletal Radiology ,Young Investigaor Award,2020,,https://www.hss.edu/physicians_yoon-edward.asp,1
Luis Beltran,Society of Skeletal Radiology ,SSR Excellence Award ,2011,,https://physiciandirectory.brighamandwomens.org/details/13592/luis-beltran-radiology-boston,1
Jason Mayo,Society of Skeletal Radiology ,SSR Excellence Award ,2011,,https://www.midstateradiology.com/radiologists/jason-mayo/,1
Jenny Bencardino,Society of Skeletal Radiology ,SSR Excellence Award ,2011,,https://www.pennmedicine.org/providers/profile/jenny-bencardino,2
Zehava Rosenberg,Society of Skeletal Radiology ,SSR Excellence Award ,2011,,https://www.castleconnolly.com/top-doctors/zehava-s-rosenberg-diagnostic-radiology-81cc031705,2
Luis Neto Pecci,Society of Skeletal Radiology ,SSR Excellence Award ,2011,,https://br.linkedin.com/in/lu%C3%ADs-pecci-neto-8b24ab85,1
Maria Diaz de Tuesta,Society of Skeletal Radiology ,SSR Excellence Award ,2011,,"cant find, based off name ",2
Olga Ruiz,Society of Skeletal Radiology ,SSR Excellence Award ,2011,,"cant find, based off name ",2
Luke Scalcione ,Society of Skeletal Radiology ,SSR Excellence Award ,2013,,https://www.doximity.com/pub/luke-scalcione-md,1
Adam Zoga,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2016,,https://www.jefferson.edu/academics/colleges-schools-institutes/skmc/departments/radiology/faculty-staff/faculty/zoga.html,1
Scott Sheehan,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2016,,https://www.doximity.com/pub/scott-sheehan-md,1
Kara Gaetke-Udager,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2016,,https://medicine.umich.edu/dept/radiology/kara-gaetke-udager-md,1
Larry White ,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2016,,https://medical-imaging.utoronto.ca/node/297,1
Jeremy Katz ,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2016,,https://care.advocatehealth.com/doctors/jeremy-r-katz-oak-lawn-diagnostic-radiology,1
Adam Zoga,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2017,,https://www.jefferson.edu/academics/colleges-schools-institutes/skmc/departments/radiology/faculty-staff/faculty/zoga.html,1
Leon Lenchik,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2017,,https://www.wakehealth.edu/Providers/L/Leon-Lenchik,1
Robert Boutin,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2017,,https://profiles.stanford.edu/robert-boutin,1
Hilary Umans ,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2017,,https://msk.radnet.com/musculoskeletal-radiologists/hilary-umans,1
Munib Sana ,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2017,,https://www.simonmed.com/our_doctors/sana_munib,1
Scott Shiffman ,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2017,,https://www.urmc.rochester.edu/people/27425442-scott-schiffman,1
Anju Patel,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2017,,https://www.northwestradiology.com/staff/anuj-patel-m-d/,1
Leon Lenchik,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2018,,https://www.wakehealth.edu/Providers/L/Leon-Lenchik,1
Chris Beaulieu,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2018,,https://profiles.stanford.edu/christopher-beaulieu,1
Connie Chang,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2018,,https://www.massgeneral.org/doctors/18944/Connie-Chang,1
Robert Lopez ,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2018,,https://www.charlotteradiology.com/physician/robert-lopez/,1
Anthony Mascia ,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2019,,https://www.doximity.com/pub/anthony-mascia-md-fd04c511,1
Jan Fritz ,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2019,,https://nyulangone.org/doctors/1407056054/jan-fritz,1
Tony Wong ,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2019,,https://www.columbiaradiology.org/profile/tony-t-wong-md,1
Robert Boutin ,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2019,,https://profiles.stanford.edu/robert-boutin,1
Christin Tiegs-Heiden,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2016,,https://www.mayoclinic.org/biographies/tiegs-heiden-christin-a-m-d/bio-20213882,2
Erin Moran,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2016,,https://www.med.unc.edu/radiology/directory/erin-moran/,2
John Skinner,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2016,,https://www.mayo.edu/research/faculty/skinner-john-a-m-d/bio-00027685,1
Jack Porrino Jr,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2016,,https://medicine.yale.edu/profile/jack_porrino/,1
Felix Chew,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2016,,https://rad.washington.edu/radiology-personnel/fchew/,1
Michael Mulcahy,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2016,,https://www.doximity.com/pub/michael-mulcahy-md,1
Myojeong Mulcahy,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2016,,https://www.uwmedicine.org/bios/hyojeong-hazel-mulcahy,2
Annemarie Relyea-Chew,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2016,,https://rad.washington.edu/radiology-personnel/archew/,2
Brian Lee,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2017,,https://www.desertrad.com/radiologists/brian-lee-md,1
Devon Klein,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2017,,https://findadoctor.atlantichealth.org/provider/Devon+Andrew+Klein/1583744,1
Daniel Walz,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2017,,https://www.northwell.edu/find-care/find-a-doctor/diagnostic-radiology/dr-daniel-martin-walz-md-11346090,1
Matthew D Bucknor,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2017,,https://profiles.ucsf.edu/matthew.bucknor,1
Rutwik Shah,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2017,,https://profiles.ucsf.edu/rutwik.shah,1
Iryna Lobach,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2017,,https://profiles.ucsf.edu/iryna.lobach,2
Hilary Umans ,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2018,,https://msk.radnet.com/musculoskeletal-radiologists/hilary-umans,2
Bruce Rothschild ,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2018,,https://lba.ku.edu/bruce-rothschild,1
Kimia Kani,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2019,,https://health.usnews.com/doctors/kimia-kani-702641,2
"Jack Porrino,",Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2019,,https://medicine.yale.edu/profile/jack_porrino/,1
Hyojeong Mulcahy,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2019,,https://www.uwmedicine.org/bios/hyojeong-hazel-mulcahy,2
Felix Chew,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2019,,https://rad.washington.edu/radiology-personnel/fchew/,1
George Matcuk Jr,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2019,,https://www.doximity.com/pub/george-matcuk-md,1
Jordan Gross,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2019,,https://providers.keckmedicine.org/provider/Jordan+Scott+Gross/387215,1
Brandon Fields,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2019,,https://www.linkedin.com/in/bkkfields,1
Steven Chen,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2019,,https://findadoctor.slhn.org/details/501,1
Stuart Lohen,Society of Thoracic Radiology,STR Seed Grant Recipients,2020,,https://www.northwell.edu/find-care/find-a-doctor/diagnostic-radiology/dr-stuart-lance-cohen-md-mph-11369091,1
L. Azour ,Society of Thoracic Radiology,STR Seed Grant Recipients,2019,,https://nyulangone.org/doctors/1790076941/lea-azour,2
F. J. Fintelmann,Society of Thoracic Radiology,STR Seed Grant Recipients,2018,,https://www.doximity.com/pub/florian-fintelmann-md?show_more=true,1
F. J. Fintelmann,Society of Thoracic Radiology,STR Seed Grant Recipients,2017,,https://www.doximity.com/pub/florian-fintelmann-md?show_more=true,1
L. Lin,Society of Thoracic Radiology,STR Seed Grant Recipients,2017,,https://medicine.umich.edu/dept/radiology/leanne-lin-md,2
T. D. Tailor,Society of Thoracic Radiology,STR Seed Grant Recipients,2016,,https://radiology.duke.edu/faculty/member/tina-d-tailor/,2
H. H. Guo,Society of Thoracic Radiology,STR Seed Grant Recipients,2015,,https://profiles.stanford.edu/haiwei-guo,1
D. Litmanovich,Society of Thoracic Radiology,STR Seed Grant Recipients,2013,,https://health.usnews.com/doctors/diana-litmanovich-805717,2
J. Chung,Society of Thoracic Radiology,STR Seed Grant Recipients,2012,,https://www.doximity.com/pub/jonathan-chung-md,1
S. Singh,Society of Thoracic Radiology,STR Seed Grant Recipients,2012,,https://www.researchgate.net/profile/Sarabjeet-Singh-10,1
C. W. Koo,Society of Thoracic Radiology,STR Seed Grant Recipients,2010,,https://www.doximity.com/pub/chi-wan-koo-md,2
D. A. Torigian,Society of Thoracic Radiology,STR Seed Grant Recipients,2009,,https://www.pennmedicine.org/providers/profile/drew-torigian,1
S. T. Chong,Society of Thoracic Radiology,STR Seed Grant Recipients,2007,,https://health.usnews.com/doctors/suzanne-chong-425760,2
E. Y. Lee,Society of Thoracic Radiology,STR Seed Grant Recipients,2007,,https://www.childrenshospital.org/directory/physicians/l/edward-lee,1
M. Nishino,Society of Thoracic Radiology,STR Seed Grant Recipients,2005,,https://www.dfhcc.harvard.edu/insider/member-detail/member/mizuki-nishino-md/,2
D. Moses,Society of Thoracic Radiology,STR Seed Grant Recipients,2004,,https://health.usnews.com/doctors/daniel-moses-1017864,1
O. Mawlawi,Society of Thoracic Radiology,STR Seed Grant Recipients,2003,,https://faculty.mdanderson.org/profiles/osama_mawlawi.html,1
G. W. Gladish,Society of Thoracic Radiology,STR Seed Grant Recipients,2002,,https://faculty.mdanderson.org/profiles/gregory_gladish.html,1
M. B. Sneider,Society of Thoracic Radiology,STR Seed Grant Recipients,2001,,https://uvahealth.com/findadoctor/profile/michael-b-sneider,1
G. P. Reddy,Society of Thoracic Radiology,STR Seed Grant Recipients,2000,,https://www.providence.org/doctors/profile/158460-gautham-putta-reddy,1
V. S. Lee,Society of Thoracic Radiology,STR Seed Grant Recipients,2000,,https://www.doximity.com/pub/vivian-lee-md,2
J. P. Ko,Society of Thoracic Radiology,STR Seed Grant Recipients,2000,,https://www.doximity.com/cv/jane-ko-md-2,2
D. Levin,Society of Thoracic Radiology,STR Seed Grant Recipients,1999,,https://www.mayo.edu/research/faculty/levin-david-l-m-d-ph-d/bio-00095363,1
K. Garg,Society of Thoracic Radiology,STR Seed Grant Recipients,1999,,https://www.doximity.com/pub/kavita-garg-md,2
B. Zhao,Society of Thoracic Radiology,STR Seed Grant Recipients,1997,,https://www.doximity.com/pub/brian-zhao-md,1
A. A. Shah,Society of Thoracic Radiology,STR Seed Grant Recipients,1997,,https://health.usnews.com/doctors/ami-shah-227013,2
D. Roberts,Society of Thoracic Radiology,STR Seed Grant Recipients,1996,,https://www.sharecare.com/doctor/dr-david-a-roberts,1
L. S. Broderick,Society of Thoracic Radiology,STR Seed Grant Recipients,1996,,https://radiology.wisc.edu/profile/lynn-broderick-6/,2
J. Collins,Society of Thoracic Radiology,STR Seed Grant Recipients,1996,,https://www.doximity.com/pub/jannette-collins-md,2
P. K. Woodward,Society of Thoracic Radiology,STR Seed Grant Recipients,1995,,https://www.mir.wustl.edu/research/research-laboratories/precision-radio-theranostics-translational-laboratories-prt2l/people/pam-woodard,2
J. Gruden,Society of Thoracic Radiology,STR Seed Grant Recipients,1995,,https://www.doximity.com/pub/james-gruden-md,1
P. J. Mergo,Society of Thoracic Radiology,STR Seed Grant Recipients,1995,,https://health.usnews.com/doctors/patricia-mergo-262210,2
D. Dyer,Society of Thoracic Radiology,STR Seed Grant Recipients,1994,,https://www.nationaljewish.org/doctors-departments/providers/physicians/debra-s-dyer,2
